is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,is_repeated_guest,previous_cancellations,total_of_special_requests,avg_daily_rate,booked_by_company,booked_by_agent,customer_type_Contract,customer_type_Group,customer_type_Transient,customer_type_Transient-Party
0,66,10,1,2,2,0,0,1,80.0,0,1,0,0,0,1
1,0,42,0,1,1,0,0,0,50.0,1,0,0,0,1,0
1,50,14,1,3,2,0,0,0,101.15,0,1,0,0,1,0
1,74,9,1,2,2,0,0,0,70.0,0,1,0,0,1,0
0,1,2,0,1,2,0,0,0,40.65,0,1,0,0,1,0
0,228,25,2,5,2,0,0,1,147.0,0,1,0,0,1,0
1,414,49,2,1,2,0,1,0,62.0,0,1,0,0,1,0
1,56,52,1,0,2,0,0,1,156.6,0,1,0,0,1,0
0,386,44,2,0,2,0,0,1,115.0,0,1,0,0,0,1
1,27,24,0,1,2,0,0,0,120.0,0,1,0,0,0,1
0,136,33,2,1,2,0,0,1,88.01,0,1,0,0,1,0
1,60,18,0,1,1,0,0,0,126.0,0,1,0,0,1,0
0,1,22,1,1,1,0,0,1,130.0,0,1,0,0,1,0
0,142,32,0,3,2,0,0,1,186.3,0,1,0,0,1,0
0,175,7,2,3,3,0,0,1,167.45,0,1,0,0,1,0
1,111,16,1,2,2,0,0,2,144.0,0,1,0,0,1,0
1,148,43,0,1,1,0,0,0,39.0,0,0,0,0,1,0
1,144,39,1,2,1,0,0,0,76.67,0,1,0,0,1,0
0,31,10,2,1,2,0,0,1,83.9,0,1,0,0,1,0
0,31,41,1,1,2,0,0,0,116.55,0,1,0,0,1,0
0,85,41,1,3,2,0,0,1,85.0,0,1,0,0,0,1
1,1,17,0,2,1,0,0,0,107.0,0,1,0,0,0,1
0,98,48,1,2,1,0,0,0,70.0,0,1,0,0,0,1
0,21,15,0,2,3,0,0,1,192.0,0,1,0,0,1,0
0,3,24,2,2,2,0,0,1,190.0,0,1,0,0,1,0
0,7,3,0,2,2,0,0,1,29.0,0,1,0,0,1,0
1,72,6,2,1,2,0,0,0,73.33,0,0,0,0,0,1
0,15,10,0,1,1,0,0,0,106.2,0,1,0,0,1,0
0,84,14,1,4,2,0,0,1,82.45,0,1,0,0,1,0
1,153,24,1,2,2,0,0,0,99.0,0,1,0,0,1,0
0,140,47,0,3,1,0,0,0,65.0,0,1,0,0,0,1
0,0,32,1,1,2,0,0,0,100.0,0,0,0,0,1,0
0,159,43,2,2,1,0,0,0,58.0,0,0,0,0,0,1
0,85,14,1,5,2,0,0,1,72.25,0,1,0,0,0,1
0,68,36,2,5,1,0,0,1,92.35,0,1,0,0,1,0
1,277,46,1,2,2,0,0,0,100.0,0,0,0,0,1,0
1,278,24,1,0,2,0,0,0,93.6,0,1,0,0,1,0
1,123,40,2,0,2,0,0,0,201.6,0,1,0,0,1,0
0,141,39,0,2,2,0,0,1,123.8,0,1,0,0,1,0
0,10,40,0,2,2,0,0,2,204.0,0,1,0,0,1,0
0,13,4,2,8,1,0,0,0,75.7,0,0,0,0,0,1
0,0,51,0,1,1,0,0,1,79.0,1,0,0,0,1,0
0,284,12,2,5,2,0,0,0,41.6,0,1,0,0,0,1
0,21,29,4,10,1,0,0,0,160.0,0,0,0,0,1,0
0,377,42,0,2,2,0,0,1,115.0,0,1,0,0,0,1
0,39,7,2,5,2,0,0,0,58.7,0,1,0,0,1,0
1,286,43,1,0,2,0,0,0,90.0,0,1,0,0,1,0
1,356,41,0,2,2,0,1,0,62.0,0,1,1,0,0,0
0,4,43,0,1,1,1,0,1,42.0,1,0,0,0,0,1
0,197,18,1,1,2,0,0,0,85.0,0,1,0,0,0,1
0,224,40,1,2,2,0,0,1,65.0,0,1,0,0,0,1
1,140,53,0,5,2,0,0,0,70.0,0,1,0,0,1,0
0,128,16,2,5,1,0,0,0,49.16,0,1,0,0,0,1
1,278,12,2,1,2,0,0,0,90.0,0,1,0,0,1,0
0,53,42,1,1,2,0,0,1,183.5,0,1,0,0,1,0
0,61,7,2,1,2,0,0,1,95.4,0,1,0,0,1,0
0,0,30,1,0,2,0,0,0,153.0,0,0,0,0,1,0
1,56,17,1,3,2,0,0,0,165.33,0,1,0,0,1,0
0,0,4,1,0,2,0,0,0,88.0,0,1,0,0,1,0
1,325,37,1,1,2,0,1,0,62.0,0,1,1,0,0,0
0,56,32,1,1,2,0,0,1,125.1,0,1,0,0,1,0
0,131,30,2,5,2,0,0,0,130.55,0,1,1,0,0,0
0,1,45,0,2,2,0,0,1,95.0,0,1,1,0,0,0
1,115,28,0,3,2,0,0,0,112.5,0,1,0,0,1,0
1,13,38,1,1,2,0,0,1,202.54,0,1,0,0,1,0
1,172,32,2,2,2,0,0,1,130.5,0,1,0,0,1,0
1,88,17,0,3,2,0,0,0,140.0,0,1,0,0,1,0
0,7,44,1,3,3,0,0,1,134.0,0,1,0,0,1,0
0,36,45,0,3,2,0,0,0,75.0,0,1,0,0,1,0
0,68,36,0,1,2,0,0,0,265.0,0,1,0,0,1,0
0,5,44,0,1,1,0,0,0,65.0,1,0,0,0,1,0
0,13,13,1,0,2,0,0,1,85.0,0,1,0,0,1,0
0,75,38,2,2,2,0,0,0,62.0,0,1,0,0,0,1
1,50,46,0,2,1,0,0,0,145.69,0,1,0,0,1,0
1,237,21,2,4,2,0,0,1,76.2,0,1,0,0,1,0
1,3,10,0,3,2,0,0,1,149.33,0,1,0,0,1,0
1,20,28,0,1,1,1,3,0,67.0,1,0,0,0,1,0
1,276,39,0,3,2,0,0,0,95.0,0,1,0,0,0,1
1,3,34,1,3,2,0,0,0,130.0,1,0,0,0,1,0
0,17,48,0,1,2,0,0,1,48.0,0,1,0,0,1,0
0,81,14,0,2,2,0,0,0,0.0,0,0,0,0,1,0
0,3,4,0,1,1,0,0,0,66.0,1,0,0,0,0,1
0,41,32,2,1,2,0,0,1,168.3,0,0,0,0,0,1
0,123,18,1,4,2,0,0,2,108.0,0,1,0,0,1,0
0,7,9,1,3,2,0,0,0,47.0,1,0,0,0,0,1
0,127,28,2,5,2,0,0,1,160.69,0,1,0,0,1,0
0,396,26,2,0,2,0,0,1,122.4,0,1,0,0,0,1
0,192,43,0,2,2,0,0,0,95.0,0,1,0,0,0,1
0,6,14,1,0,1,0,0,0,119.0,0,1,0,0,1,0
0,66,49,1,1,2,0,0,0,64.0,0,1,0,0,0,1
0,0,16,0,1,2,1,0,0,95.0,0,0,0,0,1,0
1,13,6,8,21,1,0,0,0,75.36,0,1,0,0,1,0
1,137,26,2,4,2,0,0,0,120.0,0,1,0,0,1,0
1,1,10,2,1,1,0,0,0,60.0,0,1,0,0,0,1
1,342,39,2,4,2,0,1,0,170.0,0,1,0,0,1,0
1,290,32,1,1,2,0,1,0,62.0,0,1,1,0,0,0
0,0,4,0,1,2,0,0,1,91.0,0,0,0,0,1,0
0,41,41,0,2,1,0,0,1,107.41,0,1,0,0,1,0
1,3,8,1,0,1,0,0,0,65.0,0,0,0,0,1,0
1,66,29,0,2,2,0,0,1,103.5,0,1,0,0,1,0
1,179,27,2,5,2,0,0,1,81.0,0,1,0,0,1,0
0,0,15,1,1,2,0,0,0,85.0,0,0,0,0,1,0
0,37,4,2,0,2,0,0,0,84.0,0,1,0,1,0,0
0,41,17,0,1,1,0,0,0,110.0,1,0,0,0,0,1
0,175,29,1,2,2,0,0,2,94.23,0,1,0,0,1,0
0,17,13,2,8,2,0,0,0,51.98,0,1,1,0,0,0
1,66,33,0,4,1,0,0,2,230.0,0,1,0,0,1,0
1,52,11,1,1,1,0,0,0,80.0,0,1,0,0,1,0
0,16,23,2,0,2,0,0,0,109.0,0,1,0,0,1,0
0,296,33,1,1,2,0,0,1,86.63,0,1,0,0,1,0
0,131,22,2,8,2,0,0,1,102.8,0,1,0,0,0,1
1,54,46,2,1,2,0,0,1,88.2,0,1,0,0,1,0
1,56,12,2,4,2,0,0,0,93.5,0,1,0,0,1,0
0,10,3,0,1,2,0,0,0,58.0,0,1,0,0,1,0
0,98,52,3,6,2,0,0,1,101.87,0,1,0,0,1,0
1,319,31,2,5,2,0,0,1,144.97,0,1,0,0,1,0
0,124,32,2,1,2,0,0,0,94.5,0,1,0,0,0,1
0,112,53,0,3,2,0,0,0,245.33,0,0,0,0,0,1
0,9,34,2,5,2,0,0,0,75.0,0,1,0,0,1,0
1,80,35,3,6,2,0,0,1,194.0,0,1,0,0,1,0
0,0,37,1,4,1,0,0,1,90.71,0,1,0,0,1,0
1,115,42,2,1,2,0,0,2,132.3,0,1,0,0,1,0
0,2,6,2,2,2,0,0,1,102.0,0,1,0,0,1,0
1,157,28,1,3,2,0,0,1,76.5,0,1,0,0,1,0
0,423,29,1,1,1,0,0,0,95.5,0,1,0,0,0,1
0,1,31,0,3,3,0,0,0,276.0,0,1,0,0,1,0
0,41,18,2,5,2,0,0,1,90.1,0,1,0,0,1,0
0,118,24,1,2,1,0,0,0,110.0,0,1,0,0,0,1
1,166,29,0,2,2,0,24,0,121.5,0,0,0,0,1,0
1,164,26,2,5,2,0,0,0,141.12,0,1,0,0,1,0
0,3,7,0,1,1,0,0,0,43.0,0,0,0,0,1,0
0,153,8,2,1,2,0,0,0,75.0,0,1,0,0,1,0
1,5,27,0,4,2,0,0,0,134.0,0,1,0,0,1,0
1,183,49,2,1,2,0,0,0,72.0,0,1,0,0,1,0
1,68,8,0,2,2,0,1,0,75.0,0,1,0,0,1,0
0,69,15,2,2,2,0,0,0,130.5,0,1,0,0,1,0
0,242,29,0,3,2,0,0,1,65.18,0,1,0,0,1,0
0,43,9,1,2,2,0,0,1,88.5,0,1,0,0,1,0
1,117,29,0,3,3,0,0,0,146.7,0,1,0,0,1,0
1,291,25,2,6,2,0,0,2,99.0,0,1,0,0,1,0
0,16,26,1,2,2,1,0,1,193.33,0,1,0,0,1,0
0,12,27,1,3,3,0,0,0,131.0,0,1,0,0,1,0
0,7,12,0,1,1,0,0,0,79.0,1,0,0,0,1,0
0,22,32,0,3,2,0,0,1,169.0,0,1,0,0,1,0
0,64,17,2,4,2,0,0,2,115.03,0,1,0,0,0,1
0,38,52,1,1,2,0,0,0,130.35,0,1,0,0,1,0
0,64,21,0,2,1,0,0,0,130.0,1,0,0,0,0,1
1,177,33,2,4,2,0,0,0,218.0,0,1,0,0,1,0
0,55,37,2,0,2,0,0,0,75.0,0,1,0,0,0,1
0,5,17,0,1,2,0,0,0,89.0,0,1,0,0,1,0
1,52,28,1,2,2,0,0,0,132.9,0,1,0,0,1,0
1,335,38,0,2,2,0,1,0,62.0,0,1,1,0,0,0
0,30,20,0,2,2,0,0,1,116.1,0,1,0,0,1,0
0,23,1,2,1,2,0,0,1,109.0,0,1,0,0,0,1
1,328,23,2,9,2,0,0,1,74.25,0,1,0,0,1,0
0,24,13,1,0,2,0,0,0,70.0,0,1,0,0,1,0
0,33,43,1,1,2,0,0,2,96.3,0,1,1,0,0,0
0,69,44,2,1,2,0,0,0,85.67,0,1,0,0,0,1
0,28,51,0,1,1,0,0,0,65.0,0,1,0,0,0,1
0,72,33,0,2,2,0,0,0,207.05,0,1,0,0,1,0
0,5,53,1,2,1,0,0,1,48.0,0,1,0,0,1,0
0,70,10,0,4,2,0,0,1,70.69,0,1,0,0,1,0
1,37,6,2,2,2,0,0,0,142.8,0,1,0,0,1,0
1,333,39,0,2,2,0,1,0,90.0,0,1,0,0,1,0
0,169,14,1,3,1,0,0,0,60.0,1,0,0,0,0,1
0,414,28,0,2,1,0,0,0,95.5,0,1,0,0,0,1
0,4,5,1,0,1,0,0,0,59.0,1,0,0,0,0,1
1,73,6,0,2,2,0,0,1,79.2,0,1,0,0,1,0
0,39,20,1,2,2,0,0,0,127.39,0,1,0,0,1,0
0,28,13,2,5,2,0,0,0,95.14,0,0,0,0,1,0
0,252,42,2,1,2,0,0,0,106.3,0,1,0,0,1,0
0,12,29,2,2,2,0,0,0,62.0,0,1,0,0,0,1
1,195,27,0,4,3,0,0,0,147.9,0,1,0,0,1,0
1,129,37,0,3,2,0,0,0,118.8,0,1,0,0,1,0
0,167,31,1,5,2,0,0,1,120.6,0,1,0,0,1,0
0,53,11,1,4,2,0,0,1,92.02,0,1,0,0,1,0
0,69,37,0,2,3,0,0,0,84.0,0,1,0,0,0,1
1,81,40,4,10,1,0,1,2,66.43,0,0,0,0,1,0
0,45,47,0,2,2,0,0,1,79.2,0,1,0,0,1,0
1,0,24,0,2,2,0,0,0,135.0,0,1,0,0,1,0
0,0,36,2,0,3,0,0,1,231.0,0,1,0,0,1,0
0,10,9,0,3,2,0,0,1,48.0,0,1,0,0,0,1
1,168,17,1,2,2,0,0,0,85.0,0,1,0,0,1,0
1,6,51,1,2,2,0,0,0,87.0,0,1,0,0,1,0
0,12,32,0,4,2,0,0,1,221.0,0,1,0,0,1,0
0,25,16,2,1,2,0,0,2,127.67,0,1,0,0,1,0
1,297,33,1,1,1,0,1,0,60.0,0,1,0,0,0,1
0,9,51,2,0,2,0,0,2,35.12,0,1,0,0,1,0
1,211,21,2,4,2,0,0,1,197.1,0,1,0,0,1,0
1,36,21,1,2,2,0,0,0,136.0,0,1,0,0,1,0
0,64,21,0,3,1,0,0,0,130.0,1,0,0,0,0,1
0,12,32,2,1,1,0,0,1,112.42,0,1,0,0,1,0
1,157,23,2,2,2,0,0,2,171.0,0,1,0,0,1,0
0,4,39,1,0,1,1,0,0,65.0,1,0,0,0,1,0
0,12,35,1,5,2,0,0,2,198.33,0,1,0,0,1,0
0,140,17,2,2,2,0,0,1,130.0,0,1,0,0,0,1
0,12,3,0,1,2,0,0,2,48.0,0,1,0,0,1,0
1,188,33,1,1,2,0,0,0,105.3,0,1,0,0,1,0
0,191,18,2,5,1,0,0,0,54.71,0,0,0,0,0,1
1,114,24,2,5,2,0,0,0,140.0,0,1,0,0,1,0
0,25,4,1,2,2,0,0,1,58.16,0,1,0,0,1,0
0,69,33,4,5,3,0,0,0,231.76,0,1,0,0,1,0
0,0,9,1,3,2,0,0,0,74.8,0,1,0,0,1,0
0,86,12,2,5,1,0,0,0,68.85,0,1,0,0,1,0
1,121,19,0,3,2,0,0,0,108.0,0,1,0,0,1,0
1,70,8,0,4,2,0,0,0,42.0,1,0,0,0,0,1
0,60,6,0,4,2,0,0,3,74.8,0,1,0,0,1,0
1,69,25,2,4,1,0,0,0,120.0,0,1,0,0,1,0
0,225,22,0,3,1,0,0,0,66.0,1,0,0,0,0,1
1,200,37,2,1,2,0,1,0,86.0,0,1,0,0,0,1
0,5,9,0,1,1,0,0,1,93.0,0,1,0,0,1,0
1,38,28,1,0,2,0,0,0,117.9,0,1,0,0,1,0
0,276,39,0,3,2,0,0,0,116.33,0,1,0,0,0,1
0,53,13,0,3,2,0,0,1,91.47,0,1,0,0,1,0
1,35,8,0,2,2,0,0,0,99.0,0,1,0,0,1,0
0,6,10,0,2,1,0,0,0,35.0,1,0,0,0,1,0
1,59,20,0,3,2,0,0,0,73.15,0,1,0,0,1,0
0,133,35,2,3,2,0,0,2,70.04,0,1,0,0,1,0
0,83,18,1,2,2,0,0,2,105.3,0,1,0,0,1,0
0,199,19,1,1,2,0,0,0,85.0,0,1,0,0,0,1
0,140,17,2,2,2,0,0,1,130.0,0,1,0,0,0,1
0,3,36,0,1,2,0,0,1,140.0,0,1,0,0,1,0
0,21,20,0,0,1,0,0,0,0.0,1,0,0,0,1,0
0,172,28,1,4,2,0,0,1,79.03,0,1,0,0,1,0
0,0,20,0,1,3,0,0,0,305.0,0,0,0,0,1,0
0,168,37,0,2,1,0,0,0,50.0,0,1,0,0,0,1
1,23,9,1,0,2,0,0,1,91.0,0,1,0,0,1,0
0,109,19,1,2,1,0,0,1,88.01,0,1,0,0,1,0
0,44,17,2,1,3,0,0,1,133.0,0,1,0,0,0,1
1,39,17,1,4,2,0,0,0,120.6,0,1,0,0,1,0
1,311,35,1,1,2,0,1,0,62.0,0,1,1,0,0,0
1,241,35,1,3,2,0,0,0,117.0,0,1,0,0,1,0
1,179,34,2,1,2,0,1,0,86.0,0,1,0,0,0,1
1,305,19,0,3,2,0,0,0,89.1,0,0,0,0,0,1
1,103,37,0,3,2,0,0,0,149.4,0,1,0,0,1,0
1,230,37,0,5,2,0,0,0,137.0,0,1,0,0,0,1
0,170,33,1,4,2,0,0,2,114.75,0,1,0,0,1,0
1,93,51,0,1,2,0,0,0,80.0,0,0,0,0,1,0
1,96,17,0,2,2,0,0,0,130.0,0,1,0,0,1,0
0,46,40,2,5,2,0,0,0,55.43,0,1,0,0,1,0
1,28,9,2,5,2,0,0,0,101.51,0,1,0,0,1,0
1,24,14,0,3,2,0,0,0,134.33,0,1,0,0,1,0
1,8,41,2,1,2,0,1,0,62.0,0,1,0,0,1,0
1,71,43,0,2,2,0,0,1,44.66,0,1,0,0,1,0
0,20,2,0,2,2,0,0,0,35.25,0,1,0,0,1,0
0,167,20,0,1,2,0,0,2,118.8,0,1,0,0,1,0
0,58,53,0,4,2,0,0,1,238.5,0,1,0,0,1,0
1,195,39,2,5,2,0,0,0,51.85,0,1,1,0,0,0
0,10,18,2,3,2,0,0,1,94.8,0,1,0,0,1,0
0,105,47,2,4,2,0,0,0,69.0,0,1,0,0,0,1
1,35,29,2,4,2,0,0,0,135.0,0,1,0,0,1,0
1,206,16,2,1,1,0,0,0,109.8,0,1,0,0,1,0
0,0,33,0,1,2,0,0,0,80.0,0,0,0,0,1,0
0,66,15,2,6,2,0,0,1,73.0,0,1,0,0,1,0
1,182,18,0,4,2,0,1,0,75.0,0,1,0,0,1,0
1,259,19,0,3,2,0,0,0,90.0,0,1,0,0,1,0
0,48,11,0,3,2,0,0,1,105.3,0,1,0,0,1,0
0,288,25,2,5,3,0,0,0,125.6,0,0,0,0,1,0
0,0,3,0,1,2,0,0,0,67.0,0,0,0,0,1,0
0,11,49,2,2,2,0,0,0,104.0,0,1,0,0,0,1
0,0,5,0,1,2,0,0,0,91.0,0,0,0,0,0,1
1,277,46,1,2,2,0,0,0,100.0,0,0,0,0,1,0
1,245,16,2,3,2,0,0,0,109.8,0,1,0,0,1,0
0,4,3,1,0,2,0,0,1,48.0,0,1,0,0,1,0
0,112,11,0,3,1,0,0,0,40.0,1,0,0,0,0,1
0,322,26,0,3,2,0,0,0,92.0,0,0,0,0,0,1
0,68,13,2,3,1,0,0,0,86.2,0,1,0,0,1,0
0,6,16,1,1,3,0,0,1,152.0,0,1,0,0,1,0
0,72,3,1,2,2,0,0,0,165.6,0,1,0,0,1,0
0,10,6,1,1,2,0,0,0,90.0,1,0,0,0,0,1
1,40,27,2,1,2,0,0,0,100.02,0,1,0,0,1,0
0,57,24,1,2,2,0,0,1,90.67,0,1,0,0,0,1
0,15,27,0,2,1,0,0,1,270.0,0,1,0,0,1,0
0,219,36,0,1,2,0,0,2,110.7,0,1,0,0,1,0
1,57,23,0,1,1,0,0,0,120.0,0,0,0,0,0,1
1,44,8,0,3,2,0,0,0,75.0,0,1,0,0,1,0
1,47,26,2,5,2,0,0,0,93.0,0,1,0,0,1,0
0,6,53,0,3,2,0,0,0,148.0,0,1,0,0,1,0
0,49,9,0,3,2,0,0,0,77.0,0,1,0,0,1,0
0,0,12,1,1,1,0,0,0,152.0,0,0,0,0,1,0
0,184,30,0,4,2,0,0,1,139.0,0,1,0,0,1,0
0,1,33,0,2,1,0,0,0,0.0,1,0,0,0,1,0
1,241,16,0,4,2,0,0,1,99.0,0,1,0,0,1,0
0,193,19,0,1,2,0,0,1,94.59,0,1,0,0,1,0
1,266,18,0,3,2,0,0,0,100.0,0,1,0,0,1,0
0,28,35,2,1,2,0,0,1,118.15,0,1,0,0,1,0
0,122,16,0,2,2,0,0,0,85.0,0,1,0,0,0,1
0,271,39,0,3,1,0,0,0,85.67,0,1,0,0,0,1
1,278,12,2,1,2,0,0,0,90.0,0,1,0,0,1,0
0,0,4,1,2,2,0,0,0,93.0,0,1,0,0,0,1
0,101,18,0,1,2,0,0,0,98.0,0,1,0,0,0,1
0,64,13,0,2,2,0,0,0,106.5,0,1,0,0,1,0
0,4,36,1,1,1,0,0,0,80.0,0,1,0,0,1,0
0,38,21,1,3,3,0,0,0,170.0,0,1,0,0,1,0
1,243,18,2,5,2,0,0,2,130.0,0,1,0,0,1,0
0,15,13,2,6,2,0,0,0,120.0,1,0,0,0,0,1
1,113,28,2,5,2,0,0,1,190.0,0,0,0,0,1,0
0,0,29,0,1,1,0,0,0,201.0,0,0,0,0,1,0
1,189,18,0,2,2,0,0,0,46.0,0,1,0,0,0,1
1,275,41,2,0,2,0,26,0,50.0,0,1,0,0,1,0
0,189,21,0,3,2,0,0,0,65.0,0,1,0,0,0,1
0,153,28,2,3,2,0,0,1,72.25,0,1,0,0,0,1
0,67,24,0,3,2,0,0,1,116.1,0,1,0,0,1,0
0,223,22,1,5,2,0,0,0,52.0,1,0,0,0,0,1
0,21,23,0,2,2,0,0,1,126.0,0,1,0,0,0,1
1,12,34,1,4,2,0,0,0,242.0,0,1,0,0,1,0
0,120,42,0,3,1,0,0,2,132.3,0,1,0,0,1,0
1,188,28,0,2,2,0,0,0,168.3,0,1,0,0,1,0
1,112,14,0,2,2,0,0,0,95.0,1,0,0,0,1,0
1,25,31,1,1,2,0,0,0,62.0,0,1,0,0,0,1
0,168,25,2,2,2,0,0,3,130.5,0,1,0,0,1,0
0,1,51,0,4,1,0,0,1,34.0,0,1,0,0,1,0
0,87,29,3,6,2,0,0,0,72.25,0,1,0,0,1,0
0,48,11,1,3,2,0,0,0,72.0,0,1,0,0,1,0
0,44,12,2,3,3,0,0,2,123.4,0,1,0,0,1,0
1,211,20,1,1,2,0,0,0,85.0,0,1,0,0,0,1
0,14,42,0,2,1,0,0,0,100.0,0,1,0,0,0,1
1,451,25,0,1,2,0,0,0,90.0,0,1,0,0,1,0
1,69,33,2,4,2,0,0,0,209.0,0,1,0,0,1,0
0,2,15,0,1,1,0,0,0,89.0,0,1,0,0,1,0
1,257,2,1,2,2,0,0,0,129.6,0,1,0,0,1,0
1,201,24,0,4,2,0,0,0,110.0,0,0,0,0,1,0
1,175,33,1,3,2,0,0,1,200.0,0,1,0,0,1,0
0,36,45,0,5,2,0,0,0,60.0,0,1,0,1,0,0
0,4,7,0,2,2,0,0,1,79.0,0,1,0,0,0,1
0,252,16,2,5,2,0,0,0,76.8,0,1,0,0,0,1
1,23,15,0,3,2,0,0,0,85.0,0,1,0,0,1,0
0,17,50,2,3,2,0,0,1,96.0,0,1,0,0,1,0
1,172,27,2,2,2,0,0,3,117.9,0,1,0,0,1,0
0,7,43,0,1,1,1,1,0,65.0,1,0,0,0,1,0
1,68,8,0,2,2,0,1,0,75.0,0,1,0,0,1,0
0,176,15,2,2,2,0,0,1,113.0,0,1,0,0,0,1
0,32,47,0,2,1,0,0,0,73.0,0,1,0,0,0,1
0,197,33,1,2,2,0,0,1,118.2,0,1,0,0,1,0
0,44,15,2,1,2,0,0,0,130.67,0,1,0,0,1,0
0,0,18,0,1,1,0,0,0,155.0,0,1,0,0,1,0
0,101,18,0,1,2,0,0,0,98.0,0,1,0,0,0,1
1,437,23,0,1,2,0,0,0,90.0,0,1,0,0,1,0
0,104,35,2,2,3,0,0,1,175.23,0,1,0,0,1,0
0,180,33,2,5,3,0,0,0,116.1,0,1,0,0,1,0
1,155,33,0,4,3,0,0,0,205.0,0,1,0,0,1,0
0,6,53,1,0,2,0,0,0,76.0,0,1,0,0,1,0
1,33,34,0,2,2,0,0,1,129.5,0,1,0,0,1,0
0,102,17,1,2,2,0,0,0,85.0,0,1,0,0,1,0
1,205,38,1,2,2,0,0,0,120.0,0,1,0,0,1,0
0,190,19,0,3,2,0,0,1,95.4,0,1,0,0,1,0
0,5,4,1,3,2,0,0,0,45.0,0,1,0,0,1,0
1,15,7,0,2,2,0,0,0,95.0,0,1,0,0,1,0
1,86,10,0,3,2,0,0,0,46.0,0,1,0,0,1,0
0,65,3,0,1,2,0,0,0,82.0,0,1,0,0,1,0
0,95,23,2,2,2,0,0,0,162.0,0,1,0,0,1,0
0,9,30,0,3,2,0,0,3,230.0,0,1,0,0,1,0
0,10,9,1,3,1,0,0,0,87.0,0,1,0,0,1,0
0,131,25,2,3,2,0,0,1,105.74,0,1,0,0,1,0
0,16,3,2,2,2,0,0,1,42.5,0,0,0,0,0,1
0,14,20,0,3,3,0,0,2,186.0,0,1,0,0,1,0
1,224,26,0,3,2,0,0,2,117.0,0,1,0,0,1,0
1,73,25,2,4,3,0,0,0,183.5,0,1,0,0,1,0
0,19,18,2,3,2,0,0,0,140.0,0,1,0,0,1,0
1,221,24,1,2,2,0,1,0,80.0,0,1,0,0,1,0
0,0,10,0,3,2,1,0,0,67.0,0,1,0,1,0,0
1,267,53,1,1,3,0,0,0,121.5,0,1,0,0,1,0
0,28,6,2,2,2,0,0,0,84.65,0,1,0,0,0,1
1,197,45,2,1,2,0,0,0,82.5,0,1,0,0,1,0
1,28,31,0,1,2,0,0,0,119.0,0,1,0,0,1,0
1,19,13,2,2,2,0,0,0,29.0,0,1,0,0,1,0
1,112,7,0,2,2,0,0,0,68.0,0,1,0,0,0,1
1,47,43,2,3,2,0,0,1,75.0,0,1,0,0,1,0
0,2,44,2,1,1,0,0,0,75.33,0,1,0,0,0,1
1,129,2,2,1,1,0,0,0,67.0,0,0,0,0,1,0
1,34,16,2,5,2,0,0,0,65.45,0,1,0,0,1,0
1,41,53,2,5,2,0,0,0,69.29,0,0,0,0,0,1
0,152,33,2,2,2,0,0,0,80.1,0,1,0,0,1,0
0,107,41,1,3,2,0,0,0,95.0,0,1,0,0,1,0
0,272,27,1,3,2,0,0,2,135.9,0,1,0,0,1,0
1,213,8,1,2,3,0,0,0,122.4,0,1,0,0,1,0
0,5,13,0,3,2,0,0,0,84.33,0,1,0,0,1,0
